1.000000	0.217515
1.000000	0.266601
1.000000	1.870733
1.000000	0.529969
1.000000	1.141537
1.000000	1.101961
1.000000	0.483766
1.000000	1.155733
1.000000	1.033370
1.000000	1.243166
1.000000	0.425979
1.000000	0.546355
1.000000	1.184970
1.000000	0.061934
1.000000	1.034619
1.000000	0.761348
1.000000	1.518931
1.000000	0.884085
1.000000	0.460372
1.000000	0.048799
1.000000	0.144730
1.000000	1.024260
1.000000	0.870155
1.000000	1.201460
1.000000	1.250299
1.000000	0.704688
1.000000	0.089121
1.000000	1.039244
1.000000	1.182750
1.000000	0.723768
1.000000	0.994562
1.000000	0.643560
1.000000	0.046420
1.000000	0.094948
1.000000	1.380993
1.000000	1.810353
1.000000	0.611577
1.000000	0.172286
1.000000	0.002890
1.000000	0.193670
1.000000	0.992663
1.000000	1.723655
1.000000	0.294412
1.000000	1.154023
1.000000	0.358653
1.000000	1.277696
1.000000	1.009127
1.000000	0.306181
1.000000	0.675486
1.000000	0.763867
1.000000	1.331891
1.000000	1.292154
1.000000	1.218286
1.000000	0.578732
1.000000	0.718667
1.000000	1.287854
1.000000	0.367304
1.000000	1.471054
1.000000	0.403625
1.000000	1.191048
1.000000	0.923839
1.000000	0.577240
1.000000	1.402595
1.000000	0.182006
1.000000	0.267144
1.000000	0.134574
1.000000	1.576516
1.000000	1.521976
1.000000	1.421978
1.000000	1.801435
1.000000	1.334731
1.000000	0.986310
1.000000	1.626301
1.000000	0.656860
1.000000	1.256341
1.000000	0.827875
1.000000	0.809622
1.000000	0.108223
1.000000	0.429684
1.000000	0.563567
1.000000	1.072010
1.000000	0.223531
1.000000	1.026225
1.000000	0.391751
1.000000	0.219043
1.000000	1.310928
1.000000	0.998473
1.000000	1.110206
1.000000	0.075182
1.000000	1.958718
1.000000	0.385660
1.000000	0.331581
1.000000	1.164702
1.000000	1.377273
1.000000	0.151875
1.000000	0.899457
1.000000	1.887694
1.000000	0.801372
1.000000	0.789024
1.000000	0.649580
1.000000	1.014187
1.000000	0.038246
1.000000	1.375045
1.000000	0.946330
1.000000	0.204410
1.000000	1.796876
1.000000	0.385748
1.000000	1.352960
1.000000	0.054029
1.000000	0.250439
1.000000	0.571655
1.000000	0.922385
1.000000	0.307266
1.000000	1.324274
1.000000	1.169423
1.000000	0.074278
1.000000	1.301845
1.000000	0.295721
